"geneSym","meta2d_pvalue","meta2d_BH.Q","meta2d_period","meta2d_phase","meta2d_Base","meta2d_AMP","meta2d_rAMP","GSM1321185","GSM1321186","GSM1321187","GSM1321188","GSM1321189","GSM1321190","GSM1321191","GSM1321192","GSM1321193","GSM1321194","GSM1321195","GSM1321196"
"Evi5",1.34899750348083e-06,4.80129682019664e-05,24,23.5641564109837,976.516666666667,147.300613286106,0.150842907565434,1105.9,1058.9,1175.3,908.4,894.4,734.2,805.4,761.5,977,1078.5,1068.4,1072
"Cnnm3",1.35737330153596e-06,4.82627651094125e-05,24,22.771828736305,208.3625,32.9682968735199,0.15822567339862,239.5,210.5,228,185.5,172.2,143.1,188.2,167.7,221.9,240.8,235.7,215.1
"Hspbap1",1.37723271176338e-06,4.88224190423316e-05,24,22.0543753576134,138.7125,18.2410719370615,0.131502726409383,164,136.1,141.4,124,133.2,114.7,123.3,115.9,145.1,158.9,155.9,143.6
"Zfr",1.38603547850114e-06,4.90486078023117e-05,24,20.3681126649633,1135.92083333333,178.394745868032,0.157048572957798,1237.2,1089,954.5,947.5,1060.8,840.2,1134.7,1117.9,1298.8,1339.7,1298.5,1246.9
"Stx2",1.38775170011041e-06,4.90486078023117e-05,24,20.7028361137272,397.745833333333,84.6860515491072,0.21291499357615,433.4,357.6,356,336.3,362.2,271.6,348.2,374.4,476.1,494.2,503,456.4
"Plod1",1.39479948613186e-06,4.9248749283917e-05,24,19.6655834774075,1553.43333333333,229.191200038583,0.147538484671749,1528.5,1484,1377.3,1358.3,1352.3,1219.1,1566.2,1629,1743,1818.1,1805.5,1744
"Mettl16",1.39815317856673e-06,4.93181889058717e-05,24,22.5038986103089,253.245833333333,33.5070946079322,0.132310546502965,297,256.2,272.4,235.6,246.9,188.2,225.7,227.1,261.8,293.5,284.3,262.9
"Pex1",1.40178882512831e-06,4.93974266266227e-05,24,20.5107153701735,517.479166666667,82.6908396693083,0.159795495153863,543.9,500.4,476.2,417.1,455.6,388.3,503.8,504.5,623.2,648.3,605.6,595.2
"Pramef8",1.40462311382095e-06,4.94482964703144e-05,24,21.3411011045546,161.629166666667,18.3071280596599,0.113266240476357,207.7,159.5,158.4,155.1,155.3,122,155.8,163.6,165.5,161.7,181,174.3
"Tmem33",1.40639229417872e-06,4.94616067377037e-05,24,20.3577722898724,1245.725,271.469444954986,0.21792084525476,1330.2,1095.7,1060.5,987.9,1111,823.8,979.1,1220.1,1453.3,1684.7,1465.2,1417.1
"Hsd3b5",1.41019078514493e-06,4.95461892851907e-05,24,4.6449918857854,3740.74583333333,752.137284413668,0.201066129035409,4315.1,4395.7,4677.7,4426.6,4823.2,3756.8,3787.9,2862.4,2747.7,3219.4,3195.4,3579.1
"U2af1l4",1.41956249399833e-06,4.98186501134502e-05,24,23.3580428513985,346,44.2764243014879,0.127966544223953,394.7,365.2,393.3,319.5,341.2,245.5,310.5,289.2,353.2,351.9,382.6,364.9
"Sort1",1.4207478685746e-06,4.98186501134502e-05,24,5.6676334509697,579.691666666667,149.006923393141,0.257045136166884,646.7,649.1,742.5,740.3,804.5,592.5,716.8,428,409,468.9,513.7,528.4
"Atg101",1.43598172608339e-06,5.02537069415561e-05,24,21.983072130679,438.166666666667,82.993784887332,0.189411452766828,529.8,511.4,610.2,376.8,367.8,280.3,408.9,363.3,461.8,434.2,528.6,484.5
"Snap47",1.440631690941e-06,5.03214024764344e-05,24,21.7279904587974,1455.92083333333,150.460780366796,0.103344067151176,1365.3,1514.5,1359.3,1395.1,1312.8,1248.1,1386.5,1540.6,1509.2,1645.1,1605.3,1669.6
"Pxdn",1.44074664532035e-06,5.03214024764344e-05,24,23.3304865784804,295.783333333333,58.6085909525684,0.198147036521897,365.7,327.8,338.4,278.5,297.9,192.1,268.5,207.3,294.4,297.9,342.4,324.4
"NaN_566",1.44421930137195e-06,5.03931908533671e-05,24,18.4749638604973,1105.225,201.297822394155,0.182132889134932,1083.2,1043,1119.9,1023,994.6,811.5,1084.9,1208.3,1270.3,1408.3,1251.3,1301.7
"Ywhah",1.460194304026e-06,5.09006555626945e-05,24,19.7411008653967,1857.8125,228.427889420163,0.122955297921702,1863,1625.7,1719.8,1696.4,1648,1552.4,1829.8,1832,2103.8,2202.4,2044.6,1944.1
"Ube2l3",1.48774997621448e-06,5.18104193479746e-05,24,22.5290611151219,1242.27083333333,161.416308055849,0.129936487056311,1302.7,1285.7,1289.5,1219.8,1128.1,1038.2,1166.7,1132.1,1270.1,1436.1,1384.7,1454.2
"Atg16l2",1.49902839430283e-06,5.21521072287977e-05,24,21.8968870909018,234.445833333333,34.805922266908,0.148460400306715,246.4,241.5,255.9,222.6,203.9,193.9,217.3,209.3,226.1,276.5,303.2,242
"Abhd17c",1.51055949904055e-06,5.2501909626477e-05,24,3.2407936371697,1432.1875,190.793839700723,0.13321847851676,1485.5,1645.4,1780.5,1650,1419.9,1281.3,1247.8,1121.8,1276.2,1300.3,1389.4,1464.8
"BC023829",1.52932406460859e-06,5.29470754052806e-05,24,16.1819851691205,748.866666666667,84.9424063249362,0.11342794399306,678,675.7,627.7,683.2,657.4,700.1,772.5,888.8,895,820.6,792.8,768.6
"Oxsm",1.53509019729103e-06,5.30493930123389e-05,24,0.105622408660148,1523.27083333333,177.265544144649,0.116371652542406,1535.2,1616.3,1681.6,1519.1,1502.1,1368.2,1462.7,1234.5,1499,1567.3,1656.7,1707.3
"NaN_6988",1.53526339885524e-06,5.30493930123389e-05,24,9.97369502534245,294.8125,139.720119915209,0.473928751037384,198.8,209,291.7,241.4,533,307.9,538,302.9,231,187.8,221,200.4
"Gstm7",1.53880414255347e-06,5.31201165947877e-05,24,23.0002096429135,2608.175,321.671317780117,0.123331953484761,2655.2,2995.5,3164.1,2565.3,2486.6,2106.7,2514.2,2408.6,2607.7,2587.6,2875.5,2833.3
"Mtnr1a",1.54913633576559e-06,5.33731507310865e-05,24,23.6783891314414,110.133333333333,30.0116630894296,0.272502994153417,125,129.4,114.1,107,91.8,88,83.3,80,102.4,103.1,152.1,122.5
"NaN_7411",1.56037440979251e-06,5.36563563970817e-05,24,11.3200187674822,335.570833333333,178.719899828255,0.532584724521413,187.7,142.6,218.7,323.4,532.3,372.4,772.3,278.4,451.4,251.6,297.4,187.5
"P2ry2",1.57207734374776e-06,5.40065526901404e-05,24,10.1916365929908,568.854166666667,115.406499299375,0.202875369579563,435.2,425.3,578.9,547.5,685.4,695.9,674.7,579,575.3,602.4,503.3,450.6
"Trim12a||Trim12c||Trim5",1.59093912832642e-06,5.45491144134755e-05,24,2.68240545215415,304.033333333333,55.8429995837438,0.183673937891932,307,345.3,373.2,289.5,311.9,304.5,292.4,217,250.2,299,312.2,339.2
"Mbnl2",1.59797583410004e-06,5.47375999588257e-05,24,14.4515241261103,2162.5125,241.108673046617,0.111494695659154,2080.3,1957.1,1885.2,1932,2114.6,2271.7,2720,2447.3,2279.5,2180.7,2101.2,1973.7
"Snora73b",1.60767939949569e-06,5.49640853158352e-05,24,10.4415910685234,2426.5,1111.40082476789,0.458026303221879,1741.6,2261.4,2333.7,2674.4,3570.2,3735,3906,2883.7,1975.6,1777.8,2341.3,1387.8
"C77080",1.60968552620488e-06,5.49798065031132e-05,24,8.16622028280645,482.379166666667,85.0628726404487,0.176340270306965,404.6,476.2,540.9,589.5,528.1,551.4,570.8,444.4,419.7,408.8,436.8,416.6
"Pign",1.61738703652325e-06,5.51898401829375e-05,24,0.122248924396599,445.408333333333,61.1453074612765,0.137279217484952,497.1,478.1,524.9,428.4,439.5,402.2,400.2,379.2,436.4,441.6,488.6,512.2
"Pfkfb1",1.62736277731224e-06,5.54769999138196e-05,24,17.3291573741888,1723.11666666667,424.607125979044,0.246418094719284,1471.5,1685.1,1259.6,1221,1454.2,1309.5,2146.5,2167.2,2163.1,2187.2,2156.4,2011.5
"Cuta",1.64493765919538e-06,5.6022417059723e-05,24,21.8970700387285,2289.12083333333,288.170175306264,0.125886834416968,2420.2,2371.8,2134.4,2153.4,1954.4,2077.4,1934.7,2224.1,2441.7,2406.9,2422.2,2570.4
"Ncbp2",1.65685468767052e-06,5.63597638126459e-05,24,19.7803207380221,405.079166666667,72.9400026281727,0.180063574309152,456.1,343.8,361.8,327.4,345.8,333,353.9,418,520.1,468.5,461.4,440.3
"Nxt2",1.65801307649982e-06,5.63597638126459e-05,24,3.04917280572045,1321.65,186.66641589695,0.141237404681232,1502.3,1454.1,1592.8,1337.6,1335.2,1146.4,1168.8,1123.4,1135.7,1313.1,1380.5,1468.6
"Pxdc1",1.66383573174667e-06,5.65036707526117e-05,24,21.4355152575698,1265.10416666667,311.015252020581,0.245841615430019,1610.2,1432.4,1436.6,960.4,987.9,800,1033,1017,1513.6,1393.5,1549.6,1458.5
"B4galt5",1.68471921080382e-06,5.71582788734166e-05,24,13.7253892194307,691.45,192.965847010281,0.2790741875917,611.5,366.8,498.7,586.8,794.8,640.5,820.7,956.8,972.3,756.7,547,551.4
"Il15ra",1.69189407006609e-06,5.73469833701334e-05,24,9.1462098269591,660.975,133.529808461007,0.202019453778141,536.9,632.2,663.9,628.6,855.8,675.9,792.5,646.8,592.2,579.1,512.5,531.3
"Tmem86b",1.6960115909459e-06,5.74032309589247e-05,24,22.4123565788638,1977.69166666667,323.490418661715,0.163569692947611,2041.5,2285,2195.7,1927.7,1561.6,1490.4,1841.8,2126.2,2052.2,2172,2202.6,2318.7
"Rmrp",1.69678242034621e-06,5.74032309589247e-05,24,10.4121381791595,2480.575,442.291400149391,0.178301966338204,2157.4,2388.2,2268.9,2719.4,2844.9,2844.2,3461,2593,2442.4,1894.9,2246.8,2232.9
"Tmem87a",1.70754369888115e-06,5.77123799975459e-05,24,22.8862207993383,447.979166666667,53.5459503388103,0.119527768974696,511.7,475.9,490.1,407.5,442.2,375.2,378.2,377.1,435.2,496.8,476.4,502.2
"Ap3m1",1.7428490114435e-06,5.88497050815624e-05,24,10.6709779101777,3781.54166666667,702.035702777766,0.185648014661859,3102,3489.9,3220.3,4423.2,4625.2,3991.4,4800.6,4489.6,3883.9,3714.6,3461.8,3211.4
"Mtor",1.78372006454097e-06,6.0172628666811e-05,24,7.7347911560378,779.504166666667,126.087278121617,0.161753180436218,748,736.7,805.3,867.4,995.3,782.4,980.3,703.2,696.1,675.6,728.8,710.2
"Slc2a1",1.793495589264e-06,6.03878117157869e-05,24,19.7422467701887,654.495833333333,112.103041701031,0.171281520815942,708.9,700.7,644.8,466.4,475.8,512.4,721.4,634,707.9,712.6,734.3,735.9
"Plcg1",1.81395309251098e-06,6.09912708218851e-05,24,11.306757746543,721.425,86.166435871665,0.11943921526377,677.5,627.6,708.3,681,817.8,770.6,899.7,777.6,770.3,702.2,667.2,681.9
"3830406C13Rik",1.81484881678351e-06,6.09912708218851e-05,24,23.1868968361839,357.495833333334,61.3805403106366,0.171695820167517,405.7,396.8,432.8,331.5,311.6,297.7,329.2,304.5,343.1,402.4,391.6,406.4
"Tubb5",1.83498070682742e-06,6.15514849169393e-05,24,22.5220678228037,1275.98333333333,244.698504419995,0.191772492655333,1596.9,1460.9,1535.1,1172,1187,847.1,996,1109.3,1283.7,1324.8,1568.3,1412.5
"Stx1b",1.84001322289795e-06,6.16621207854473e-05,24,22.8974806874516,164.166666666667,30.0148778170383,0.182831743047949,190.2,245.4,183.6,164.9,141.6,116.5,148.8,144,127.9,154,178.9,194.4
"1810058I24Rik",1.8422404968188e-06,6.16786281590295e-05,24,10.4960878900363,849.075,166.416285213889,0.1959971559802,735.9,765.9,764,864,1062.7,1010.3,1111.5,829.1,859,728.3,708.5,707.2
"1110008P14Rik",1.85195173862951e-06,6.1945433695871e-05,24,21.3477627302345,146.579166666667,20.5623961215936,0.140281846248684,166.7,139,149.6,133.7,139.3,97.9,140.7,143.6,152.6,162,181.1,166.1
"Cyp8b1",1.86987938421979e-06,6.24863076929687e-05,24,23.9867135839846,3473.0375,912.805992134147,0.262826414092605,3378.1,4928,3869.9,3177.7,3132.3,2885.9,3043.9,2798.4,2431.8,3584.1,3646,4149.4
"Spg20",1.88985778293294e-06,6.3035444024356e-05,24,22.1195203636466,417.829166666667,59.0494183594734,0.141324309239957,474.6,430.6,405.3,404.6,397.8,283,383.4,362.8,449.6,442.1,491.5,452.6
"NaN_10829",1.90328794669181e-06,6.34182701043701e-05,24,22.6691861943212,142.816666666667,136.712280597247,0.957257187050396,234.9,137.6,89.8,30.7,31,92.1,25.6,39.2,59,189,240.5,272.5
"Hist1h4f",1.91324022047468e-06,6.36362668654795e-05,24,22.0522822982141,149.908333333333,26.9972411134545,0.180091663439577,191,155.6,131.1,134.5,128,116.6,119.2,119.3,151.9,157.9,184,154.8
"Arhgef5",1.91884255806851e-06,6.37629588735365e-05,24,23.1101808682189,405.016666666667,58.8078502315039,0.145198593222099,455,413.9,456.3,390.8,374.3,338.5,372,335.4,423.2,430.7,458.8,477
"Rbm33",1.92837347601227e-06,6.40198387610572e-05,24,6.4245754583874,1180,172.377941071608,0.146083000908143,1144,1249,1286.3,1380.7,1287,1225.3,1262.5,1068.2,1000.6,1110.8,1126.9,988.7
"Dact1",1.9368887380633e-06,6.41663377283853e-05,24,11.7172456969937,219.379166666667,75.5986096816795,0.344602501825285,201.7,139.8,173.8,172.3,328,237,365.5,256.7,253.6,183.5,162.1,159
"Smyd2",1.94000486719581e-06,6.41663377283853e-05,24,17.2778904805132,579.841666666667,76.0991531164708,0.131241263764196,591.4,502.7,543.3,481.7,562.6,495.2,608.6,644.2,699.8,635.4,670.5,602
"Sdccag8",1.95361517529857e-06,6.45564509041971e-05,24,22.5364511928907,274.333333333333,35.1275027773476,0.128046790196893,297.6,274.2,288.9,246.6,255.4,224.7,261.8,257.6,278.6,293.2,323.9,328.7
"Arhgef7",1.98489799430046e-06,6.55292786307773e-05,24,21.9197308967332,441.970833333333,86.7025094603394,0.196172468681771,456.4,411.3,483.9,374.8,380.2,285,370.9,411.8,524.7,520,539.8,527.8
"NaN_5973",2.00600954591845e-06,6.60422920506264e-05,24,18.5263686586422,1035.33333333333,195.781035577496,0.189099519231323,1170.4,956.5,1044.8,951.9,929.1,688.5,970.2,990.7,1341.6,1279.4,1188,1021.8
"NaN_4635",2.02891472156352e-06,6.66714916472455e-05,24,16.5843603590403,4480.62083333334,530.912643702737,0.118490866210557,4573.2,4088.3,4210.5,4207.6,4259.3,3951.5,4805.6,5001.3,5048,4925.6,4973.6,4626.1
"Urad",2.03023010836301e-06,6.66714916472455e-05,24,19.0589011506849,2134.025,305.348288888033,0.143085619375609,2038.9,1918.1,2105.1,1914.3,1756.6,2007.6,2185.1,2341.6,2117.4,2405.6,2211,2490.6
"Uck1",2.03074658156055e-06,6.66714916472455e-05,24,20.3727850522146,733.875,134.148356582994,0.182794558450682,792.1,797.4,664.5,629.2,632.3,520.8,712.8,773.1,857.7,883.2,886.2,816.7
"Wwtr1",2.03443155744054e-06,6.67308565095534e-05,24,8.24031840929215,364.65,42.3700171066405,0.11619365722375,330.1,364.7,385.8,375.8,400.3,389.8,442.5,337.4,343.1,291.8,337.8,335
"Tjp2",2.06688982451464e-06,6.76706580114572e-05,24,21.9823193608867,493.791666666667,120.481927704322,0.243993440629797,732.3,530.8,576.4,495.5,376.2,304.9,384,408.4,545.6,566.9,585.6,502.3
"Map3k1",2.08761072906238e-06,6.82234256273365e-05,24,22.617373697455,349.925,64.6187765040482,0.184664646721578,414.6,381.5,439.4,283.5,297.9,234.3,306.1,294.8,368.9,354.9,404.4,388.9
"Stat5a",2.10386178489674e-06,6.86283574530171e-05,24,21.9238928644912,423.041666666667,50.5292061797012,0.119442622703913,463.6,480.4,441.2,374.6,361.1,350.4,400.3,423.5,431.1,428,483.7,463.7
"Morn2",2.11478121714403e-06,6.88582060043712e-05,24,21.7265499683136,335.691666666667,52.3244854133446,0.155870671241004,366.5,317.6,353.1,299.4,287.4,266.2,351.1,317.5,392.3,373.7,420.1,400.7
"Naa50",2.12108933062005e-06,6.90004137598596e-05,24,11.3008342722356,1770.14166666667,220.567808398055,0.124604607954008,1780,1517.4,1597,1624.4,2081,1878.8,2038.4,1859.7,1910.8,1781,1559.6,1558.1
"Cct3",2.13126977188782e-06,6.92682157305699e-05,24,20.4952246989138,2047.2125,313.181415351323,0.152979436844647,2189.3,1934.4,1982.7,1838,1865.8,1600.9,1886.5,2074.4,2343.2,2369.7,2382.2,2283.3
"Tmem14a",2.14000389853197e-06,6.9480418249635e-05,24,21.2933132184623,157.345833333333,27.4351104459249,0.174361849085665,191.3,147.5,152,147.1,137.9,125,141.5,141.2,175.2,185.6,215.5,175.7
"Eif4ebp3",2.14610781323898e-06,6.95597168710349e-05,24,16.5168783668251,1229.54166666667,349.925931258011,0.284598676681428,1098.3,782.8,906.1,773,1097.2,1067.9,1818.2,1653,1909,1373.3,1252.9,1260.5
"Agtpbp1",2.14908724582852e-06,6.95609984504589e-05,24,17.7851795443735,397.954166666667,69.4387693878986,0.174489363861999,401.7,288.3,322.9,316.8,373.5,322.3,401.1,377,474.8,502.3,467.9,435.8
"Shmt1",2.15006011072827e-06,6.95609984504589e-05,24,20.918169954828,2422.10833333333,255.317577174099,0.105411295465355,2349.6,2427.9,2360.5,2162.1,2427.4,2050.8,2352,2381.2,2541,2810.1,2771,2594.9
"Txndc15",2.16091173965705e-06,6.98485252865872e-05,24,22.0502096026834,872.375,102.792792165368,0.117830969669429,896.9,862.5,879,862.1,833.5,692.3,751.1,811.1,868.2,1002.3,974.9,938.4
"NaN_2715",2.17593381013348e-06,7.02375631894062e-05,24,19.1548685121174,389.975,110.797619394554,0.28411467246504,417,318.2,380.5,290.2,306.8,244.5,355.2,383.5,579,504.8,473.5,409.7
"Map4k4",2.17689826287337e-06,7.02375631894062e-05,24,23.5521836345693,155.975,23.860282289634,0.15297504272886,197,176.1,201.6,148.5,142.3,117.4,139.1,127.7,142.6,152.5,184.3,151.9
"Pi4k2a",2.19639881771094e-06,7.08024989687491e-05,24,22.4781130071595,1169.325,160.56032197436,0.137310261881307,1285.2,1296.5,1370.6,1183,1113.8,857.2,1082.3,1018,1225.8,1201.2,1355.8,1298.3
"Trim12c||Trim5",2.21667274069581e-06,7.13298009326152e-05,24,3.00924165974175,205.570833333333,28.0631919354692,0.136513490169905,202.8,233.7,256.5,203.2,216.1,195.8,206.1,168.9,157.3,207.3,210.3,217.7
"Nop16",2.22679207684262e-06,7.15875398591467e-05,24,20.3353120551029,2135.40833333333,419.95121130579,0.196660846897724,2205.2,1959.9,1652.6,1887,1748.8,1699.8,1840.6,2438.7,2474.8,2685.9,2491.1,2485.4
"Lamtor1",2.24555438577134e-06,7.20604077080197e-05,24,22.4788575668076,356.6875,49.3686254757695,0.13840862232562,407.9,380.7,396.8,349.5,350.7,254.6,353.2,286.4,375.3,360.8,421.4,411
"Smarcb1",2.25052097579947e-06,7.21546652980398e-05,24,21.9113006241709,379.354166666667,52.8417732472954,0.139294036787862,465.1,399.7,414,358.7,363.2,265.3,370.1,344.3,413.7,384.3,429.6,419.7
"Scnn1a",2.26056724195178e-06,7.24114674367906e-05,24,22.6393886367766,692.670833333333,128.141183194875,0.18499578303048,746.2,774.3,836.6,649.1,608.6,513.5,667.5,506.6,731.5,700.1,781.9,876.2
"Cc2d1b",2.26510300427307e-06,7.24265973250501e-05,24,20.2170337453972,171.316666666667,18.5760912363435,0.108431313764044,181.7,174.9,160.1,154.3,149.6,156.8,175.2,185.5,179.2,171.1,203.1,207.4
"Rab17",2.26643309542141e-06,7.24265973250501e-05,24,3.73250442198665,613.333333333334,90.9781668763014,0.1483339677331,599.5,748.7,797.8,695.4,592.8,536.4,617.2,442.4,523.1,571.1,568.6,654.8
"4632427E13Rik",2.26715049000958e-06,7.24265973250501e-05,24,23.699929673197,1150.69166666667,142.979740153042,0.124255475463055,1210.3,1275.6,1238.4,1065.6,1083.9,991.2,1025.1,983,1098.3,1178,1134.6,1271.1
"Alkbh7",2.27579664913158e-06,7.26375454726413e-05,24,21.9551161684501,195.5,39.8838318318865,0.204009369984074,255.5,200.3,236.5,203.6,170.5,113,167.5,153.3,226.6,198.2,237.7,224.2
"Thpo",2.28627607223864e-06,7.29065758067416e-05,24,22.6233113730806,273.516666666667,59.4406522439355,0.217320037452692,292.7,315,270.7,263,214.7,164,270.9,227,288.6,268.3,284,350.5
"NaN_5583",2.3187593258811e-06,7.38104076267652e-05,24,22.560134512407,603.525,141.819032734303,0.234984520499238,675,660.9,663.5,591,386.8,498.3,376.6,516.5,600.6,623.9,616.7,677.6
"Orai3",2.31877110246081e-06,7.38104076267652e-05,24,22.88587650214,370.45,38.6130691459786,0.104232876625668,438.2,367.7,392.2,368.8,321.9,292.2,327.2,348.5,376.5,369.9,370.7,415.5
"Lingo4",2.36300561551328e-06,7.50840282977571e-05,24,15.8407504699082,227.7125,26.2219957006771,0.115153958173913,199.9,208.9,185.2,227.7,221.5,243.5,231.8,263.5,248.8,233.2,240.1,210.7
"Csrp3",2.38718138778626e-06,7.57844834144003e-05,24,3.0728745516467,307.55,71.6022877329631,0.232815112121486,314.4,411,375.5,401.9,359.9,246.5,308.4,217.3,239.3,256.3,262.6,347.9
"NaN_3096",2.40194964218343e-06,7.61853001583177e-05,24,21.9717688205223,291.5375,75.655571900626,0.259505456075551,375,288,290.2,247.4,220.7,139.9,266.1,273.6,344.5,321.2,375.3,279.3
"Lyrm5",2.40765341008586e-06,7.62981503110633e-05,24,23.3259916505844,695.3375,103.581588218868,0.14896591686608,806.5,752.3,820.5,614.2,623.6,548.3,644.1,552.8,684.2,712.7,841.9,787
"Alas1",2.41827070046607e-06,7.65663695688083e-05,24,11.7323679234624,6582.61666666667,2105.45152970683,0.31985024137415,4777.3,3711,3207.4,7070.9,8966.2,8660.2,8612.9,9533.5,7188.1,6018.1,5094.7,6057.8
"Pde9a",2.4238864433368e-06,7.66077390038073e-05,24,21.9283980496809,759.775,277.165771586125,0.364799804660754,1070.2,815.7,907.2,605.2,469.5,362.6,510.6,626.2,1073.1,853.5,1049.3,878.8
"Dhx58",2.43836498281524e-06,7.69968963845283e-05,24,22.9864264977412,249.108333333333,60.1984683907027,0.241655779175202,306.3,293.1,395.2,249,215.4,168.1,231.8,178.1,239.6,248.8,333.4,310.1
"Morc3",2.44062293930369e-06,7.69998129812619e-05,24,14.1075649085344,630.541666666667,94.0697269202723,0.149188756101668,571.5,479.2,482.5,627.1,723.5,611.7,756.6,655.2,651.2,689.9,628,569.4
"NaN_10155",2.45211039173743e-06,7.72251878552843e-05,24,9.88120552770585,100.15,100.748932920521,1.00598035866721,34.4,38.6,101.1,71.3,291.1,88.5,216.8,112.3,41.3,40.5,33.1,34.8
"C330018D20Rik",2.48234245803225e-06,7.81081136617652e-05,24,21.981826252672,345.7375,88.0112110404879,0.254560789733506,354.1,355.7,373.7,258.8,311.4,185.1,284.5,267.1,415.3,441,458.1,425.9
"Uck2",2.50250884459291e-06,7.86730366740455e-05,24,17.3047513269908,619.3375,125.166225248119,0.202096958844118,547.4,454.4,527.6,467.6,595.4,432.6,763.5,677.3,726,796.2,718.4,639.5
"Slc9a1",2.50568559867492e-06,7.87033190339978e-05,24,22.7171806363017,285.8,32.0536585990902,0.112154158849161,298.7,280.6,291.4,291.2,272.9,222.4,259.4,252,295.4,281.4,313.1,314.3
"Dock6",2.51189591082834e-06,7.88287475775927e-05,24,20.3682872472469,416.608333333334,90.4973564130785,0.217224066760735,436.3,428.1,449.9,337.5,339.5,253.8,425.8,405.4,523.4,484,540.7,419.8
"Acss3",2.54936947918782e-06,7.98931760951751e-05,24,0.677871451984,483.604166666667,111.849649250349,0.231283468919001,488.8,666.7,577.1,463.6,406.4,347,402.6,335.3,515.7,536.4,572,583.6
"Trabd",2.55030810181189e-06,7.98931760951751e-05,24,15.3551844609679,808.433333333334,113.586201279639,0.140501630247357,907.7,701.5,648.2,666.4,801.9,795.5,919.1,919.8,1022.1,801.6,804.9,765.4
"Cpeb4",2.56427741440746e-06,8.02154192049477e-05,24,0.130571959937349,937.791666666667,214.281651493702,0.228496007279907,1050.8,1116.5,1071.5,904.3,790,608.6,690.1,634.9,837.3,944.1,1005.3,1090.1
"Scap",2.56510663843024e-06,8.02154192049477e-05,24,3.8079228966781,1280.8,139.837183136078,0.109179562098749,1319.2,1375,1583.4,1424.3,1339.4,1318.1,1327.2,1112.6,1161.9,1121.2,1219.3,1310.3
