"geneSym","meta2d_pvalue","meta2d_BH.Q","meta2d_period","meta2d_phase","meta2d_Base","meta2d_AMP","meta2d_rAMP","GSM1321185","GSM1321186","GSM1321187","GSM1321188","GSM1321189","GSM1321190","GSM1321191","GSM1321192","GSM1321193","GSM1321194","GSM1321195","GSM1321196"
"NaN_4266",0.00162184528812737,0.0150329330199835,24,22.6201698269683,461.820833333333,92.3282349421439,0.199922195531407,468.4,395.7,506,397.8,433.1,338.9,383.6,376.3,524.9,557.5,587.9,540.8
"NaN_6617",0.0016282346553077,0.0150803624392083,24,11.4524052670053,284.8375,29.063681794503,0.102036009284251,257.9,262.1,274.2,266.2,334.1,262.1,357,310.1,314.4,271.7,279.9,253
"Lace1",0.0016423069699425,0.0151956801715921,24,21.358676485747,345.958333333334,46.6452462479984,0.134829087071174,390.6,326.7,363.8,304.2,332.2,222.5,328.2,317.5,413.1,412.9,402.3,384.5
"Zkscan8",0.00164239506410813,0.0151956801715921,24,22.5780940133288,273.566666666667,27.9762136776691,0.102264702123806,307.9,306,290.2,229.6,261.5,237.9,280.6,230.7,252,290.8,275.1,326.9
"Fxn",0.00164356284742062,0.0152025287728636,24,22.1203936461616,196.4125,19.9141759796352,0.101389555041737,225.2,196.6,202,188.8,181.6,179.9,170.8,161.2,207.1,193.5,211.5,207.1
"Cxcl11",0.00164601612671511,0.0152158778744266,24,20.8098410013297,260.254166666667,63.1559446759439,0.242670253793992,288.9,248.1,226.8,184,250.2,163.6,179.2,287.1,292.8,365.1,273.9,325.3
"NaN_11397",0.00164627425465191,0.0152158778744266,24,10.2832092348861,324.354166666667,59.5372661847621,0.183556347669637,300.4,278.9,326.5,378.2,378.5,460.6,330.9,350.8,264.9,282.8,306.4,300.1
"NaN_2933",0.00165020325062259,0.0152480838823121,24,23.3071863505445,860.025000000001,95.9475189320338,0.111563639350058,929.5,967.3,1059.4,750.9,898.5,686.9,821.7,771.2,827.8,825.3,886.8,882
"Tbc1d2b",0.00165190366104517,0.0152558666421097,24,11.1069637831228,1078.14583333333,186.339936523825,0.172833702791127,1034.2,762.1,1010.7,1231.5,1428.9,1050,1366.7,1081.5,1248.3,930,1028.3,917.7
"NaN_4963",0.00165472030198488,0.015277910947124,24,22.1827867789063,321.841666666667,95.0395662428875,0.295299136458054,399.6,372,389.1,203.7,275.8,164.1,253.7,154.4,374.7,397.1,409.6,342.3
"NaN_4047",0.00166042973312408,0.0153186921616398,24,21.9436055740349,698.791666666667,130.264601598228,0.186414074196975,734.3,753.7,760.4,561.1,703.8,426.8,696.3,534.7,908.4,779.4,796,784.7
"NaN_3185",0.0016675312858887,0.0153802185216754,24,2.20324211086385,107.9875,30.2661252068549,0.280274339223103,113,122.2,190.5,91.8,89.2,91.2,86.3,66.6,64.3,108.7,146.6,83.6
"Ccdc171",0.00167063215495278,0.015403094291476,24,3.5826888220643,166.683333333333,20.5799003939426,0.12346705565809,170.1,165.8,226.8,153.9,165.8,162.6,175.3,119.1,143.7,160.9,189,168.1
"Bend7",0.00167087790196374,0.015403094291476,24,9.6695257312294,412.720833333334,61.5105844484868,0.149036780992366,388.9,349.6,417,431.6,505.3,411.3,481.4,342,427.5,377.1,359.6,348.1
"NaN_2999",0.00167400856684219,0.0154239566215706,24,22.4535386925831,302.920833333333,56.5946457890711,0.18682982337763,309.9,327.7,328.4,262.5,288.5,236.7,221.2,349.1,271.6,430.7,261.8,373.6
"NaN_4417",0.00167857292153051,0.0154539976172809,24,10.6971377274391,179.8875,25.1547076033163,0.139835772932062,127.1,162.1,193.4,173.5,197.1,201.3,180.5,186.7,143,228.6,171.3,143.6
"Pfkfb2",0.00169665641590633,0.0155801434720985,24,12.1625126157071,666.829166666667,121.987616759719,0.182936834286222,604.4,556.8,517.6,724.2,842.2,655.4,845.4,790.5,749.3,590.3,646.8,626.7
"Cad",0.00170221020922601,0.0156230733606711,24,15.4783393719446,320.895833333333,55.6477678271946,0.173413806122531,394.3,264.9,303.7,272,325.4,213.4,360,405.2,382.2,349.7,337.5,297.8
"Eva1a",0.00170350888735049,0.0156309579351314,24,3.8767067517007,1467.0125,238.149990688298,0.162336715391517,1415.3,1350.2,1787.9,1725.7,1761.1,1308.7,1362.8,1211.4,1393.9,1246.9,1433.9,1465.8
"Camk2g",0.00171094977733677,0.015692220472264,24,3.8260255180098,294.970833333333,43.2750258202792,0.146709507957948,317,337.8,400.6,294.7,331.5,232.7,295.4,198.4,292.1,264.1,306.5,296.8
"Lsm10",0.00171108703037881,0.015692220472264,24,22.0743904604274,316.2,39.4254178242201,0.124685065857749,363.9,321.5,339.5,304.6,300.9,210.3,290.8,269.9,329.4,323.9,399.9,332.5
"Dcakd",0.00171587839547738,0.0157241681004107,24,21.9867364055516,619.0125,81.7017321446867,0.131987208892691,689.2,590.1,663,612.5,524.7,473.5,567.3,561.5,652.7,627.9,794,647.8
"Usp16",0.00172610672485252,0.0157937223480098,24,10.0493841228631,797.295833333334,107.284746942565,0.13456077713843,843,647.7,743.5,806.8,1062.9,734.9,999.7,816,764.5,803.8,718.2,709.5
"Orc3",0.00172820619663427,0.0158086183502774,24,22.4631115051538,944.4625,97.2997753625782,0.103021322035103,1021.6,928.2,1057.2,831.5,950.8,754.1,939.9,863.3,1002.3,1042.6,1074.8,1069.8
"Med12",0.00173474822635056,0.0158643796131997,24,22.7336946570518,386.075,41.5234108060471,0.107552705578054,424,362.4,438.8,366.2,368,284.6,356.8,323.3,432.1,393,404.5,397.8
"Agpat1",0.00173843660116058,0.015894022059878,24,14.9549478242896,248.479166666667,28.1206539886105,0.113171073317121,245.1,208.2,192.5,221,251.3,240.1,298,306.1,269,226.7,231.4,274.7
"Pyroxd1",0.00174975869572069,0.0159745927380959,24,2.6221463502916,291.225,31.1462038885448,0.106948936006678,319,294.5,374.4,299.7,304.7,230,310.9,245.4,273,287.7,292.4,316.1
"NaN_4253",0.00177400261483063,0.016148601375555,24,4.4659190093906,230.966666666667,54.6088621882913,0.236436118581143,218.1,264.7,256,273.5,260.6,206.7,242.8,184.3,128.4,189.5,220.3,290
"6330416G13Rik",0.00177586626513682,0.0161614284420795,24,16.7618505944926,162.391666666667,16.4496463488874,0.10129612366534,157.7,137.2,155.3,158.1,160,134.1,174.3,182.5,186.9,208.2,173.6,168.2
"Map3k13",0.00178665075894546,0.0162470983082007,24,21.3500030704798,423.5625,122.54817642731,0.289327257316949,352.9,527.7,431.4,378.6,236.6,225,434.4,426.2,549.7,420.7,640.5,491.4
"Ppfia1",0.00178841560500298,0.0162589888139826,24,22.6406347311217,477.529166666667,60.9897679963399,0.127719461456295,537.4,474.7,469.4,403.5,458.6,342.1,469.3,457,461.9,492.9,526.9,543.5
"Ece2",0.00179733821735828,0.0163234119173413,24,19.8902164749554,184.570833333333,25.9429296707674,0.140558121791186,189.7,176.1,164.8,165.3,187.3,127.5,185.6,178.8,225.4,199.3,199.4,205.6
"Dut",0.00181562878025832,0.0164600961016993,24,23.4434841165683,208.4875,22.1934626422911,0.106449847795628,229.2,222.3,231.6,198.4,213.4,149.5,203.4,169.4,210.6,220.8,249,216.7
"Gypc",0.00182002213231969,0.0164957193313176,24,19.7253368214562,308.4375,58.4888952762371,0.189629650338357,350.8,308,343.7,221.4,241.5,177.1,287.6,390.1,411,348.4,333.4,343.7
"Snx7",0.00183577263291634,0.0166130648348113,24,23.4277063661757,648.95,66.6421563914992,0.102692281980891,729.7,633,676.5,581.1,649.9,521.6,582,554,637.6,718.4,705.4,663.4
"Gsta4",0.0018372029061211,0.0166217777430132,24,20.5860415125963,2688.95833333333,295.530546706011,0.109905216098927,3127.7,2620.2,2738.5,2615,2290.4,2196.9,2435.8,2515.6,3213.2,2820.4,3149,2887.5
"Nufip1",0.00184171523724153,0.0166456601360853,24,0.0073816437357017,543.7625,64.0900685433474,0.117864083204243,607.3,569.7,662.2,499.6,566.3,386,492.9,441.7,501.5,586.1,557.2,601.5
"NaN_7689",0.00184312826948352,0.0166499666539014,24,10.3398873421032,203.679166666667,29.6671830624833,0.145656443651085,206.3,191.1,171.6,221.1,227.2,257.7,237.8,224,190.7,169.1,171.8,181.9
"NaN_1503",0.00184834812313006,0.0166886403925882,24,19.2894888118599,193.683333333333,46.9566464299531,0.242440305119799,256.6,170.3,142.2,114.2,124.7,166.8,141.9,266.1,222.3,250.9,161.1,212.8
"Cog5",0.0018512047672069,0.0167101895665927,24,22.5473261402463,485.391666666667,55.5890619877237,0.114524137526857,558.9,520.5,529.9,431.8,489,322.5,524.3,416.8,495.9,526.8,581.4,517.8
"NaN_9029",0.00185900479353907,0.0167550759034411,24,10.7681896934833,230.4625,35.715437027651,0.154972878570921,187.4,249.9,211.9,253.4,221.4,246.3,293,256.5,195.4,294.8,222.6,174.6
"Mkrn2os",0.00186197820428757,0.0167776221570322,24,21.6282166783176,655.275,68.1672883296958,0.104028519827089,723.8,703.6,719.6,674,615.5,546.2,700.6,559,690.9,734.4,838,706.2
"NaN_8409",0.00186797971734265,0.0168231729558853,24,23.3356718692889,122.879166666667,19.1090891745303,0.155511220436311,175.1,133.7,110.2,115.4,104.7,82.2,111.1,119.2,121.6,138.7,129.3,149.7
"Mir505",0.00188289257672847,0.0169488932805462,24,3.7218732380005,3208.79166666667,366.841438322513,0.114323856588543,3435.7,3162.8,3726.5,3525.9,3998.6,2946.5,3119.5,2733.6,2805.2,3031.4,2919.7,3205.6
"Tbc1d32",0.00188374143886794,0.0169522426222193,24,23.4757819129547,235.716666666667,28.5586815897598,0.121156819301816,253.4,248.3,284.6,215.9,240.3,197.2,255.8,213.8,230.6,249.2,268,277.4
"NaN_1581",0.00188722773475913,0.0169793191642449,24,23.4376028277759,203.7125,35.2413892437358,0.17299571329072,215,226.6,193.3,194.6,184.1,158.3,134.7,176,262.1,183,256,251.1
"NaN_9817",0.00189786937606529,0.017055448130696,24,23.2701621684395,143.541666666667,19.3733604454251,0.134966807166968,163.9,149.7,168.2,138.5,138,94.7,134.6,115.7,148.4,151.3,151.6,158.9
"NaN_2824",0.00190610321752638,0.0171144964652444,24,7.3201104640209,2359.8625,255.163135410591,0.108126272361458,2193.6,2484.9,2506.5,2479.9,2685.7,2519.6,2582.7,2073,2269.1,2171.7,2252.1,2394.5
"Klf12",0.00190783513542725,0.0171257223113485,24,0.659588141338951,1176.59583333333,185.460115134083,0.157624317441842,1263.3,1257.2,1598.8,1178.3,1086.5,1004.6,1073.9,797,1303.2,1043.9,1248.1,1212.2
"Phka2",0.00191413602639157,0.0171736110407213,24,3.68120075491305,1013.2875,123.923595280026,0.122298553253668,1012,1121.5,1307.9,1049.1,1120.7,851.4,1147,791.5,953.2,920.6,1014,999.8
"Eapp",0.00191947846665397,0.0172128565852077,24,21.6116632138838,561.775,71.0507251652025,0.126475413048289,626.7,549.6,591.7,487.9,558.6,329.9,554.7,471.2,628.5,596.1,648.5,593.1
"Pcnxl4",0.00192067998091083,0.0172192883008738,24,21.5485588880626,196.0375,25.1292082746284,0.128185720969858,216.1,193.8,203.5,166.8,166.5,167.4,166,178.2,206.8,229.6,225.6,207.2
"Mre11a",0.00193655100486145,0.0173528244780378,24,1.5402196794982,203.204166666667,21.9226689111342,0.107884937945666,232.4,210.3,228.3,179.8,216.2,165.9,206.8,171.5,187.1,202.5,232.9,221.2
"Chic2",0.00194070394136481,0.0173856561701101,24,5.97992049743885,1805.08333333333,233.012532128662,0.129086855895109,1671,1864.1,2015.4,1880.4,1952.3,1759.3,1668.6,1348,1709.1,1563.7,1826.7,1612.7
"Zfp51",0.00196295833190696,0.01757616379987,24,22.8040615586076,187.625,25.7429201272016,0.137204104608669,252.7,194,201.8,142.1,177.4,135.5,179.9,155,197.3,198.9,202.1,207.2
"NaN_3766",0.00196445398162526,0.017585127334005,24,22.0028983901734,413.483333333334,96.6858735306308,0.233832577364579,472.5,443.7,457.2,310.9,447.3,115.6,290.8,456,466,476.3,421,615.6
"Chrm3",0.00196799504024658,0.0176123915557532,24,23.2268691597407,164.791666666667,23.232702704351,0.140982266726782,203.4,152.7,173,179,150.1,137.7,135.1,148.1,147.1,183.1,196.5,187.2
"NaN_5744",0.00196872712561091,0.0176145097328187,24,8.75583607774875,1661.00833333333,444.263339151734,0.26746605073328,1333.6,1684.1,1919.9,2072.3,1743.6,2916.8,2054.5,1910.3,1127.9,1170.2,1367.2,1512.2
"Stk38l",0.00197179878597209,0.0176350129889361,24,19.2276518690902,625.920833333334,76.4846705740835,0.122195438306096,653.7,573.4,575.4,460,612.6,581.5,612.9,612.7,591.6,826.3,694.7,641.9
"Phf21a",0.00197736179782704,0.0176784199355137,24,22.5114974445302,364.9625,45.1206421324007,0.123630899427751,452.1,365.1,389.8,330.4,334.9,266.6,323.5,337.1,438.4,377.7,421.9,360.1
"NaN_8039",0.00199903738371177,0.0178542509960451,24,15.392984445688,2136.54166666667,308.80052647933,0.14453288288129,2474.6,1835.3,1711.7,1871.5,2038.9,2178,1850.7,2624.6,2546.8,2518,1893.7,1800.6
"Blmh",0.00200305267406009,0.0178856205120243,24,1.0964106724526,793.658333333334,91.8181957509458,0.11568982759283,858.3,752.8,871.2,758.1,829.8,560.8,798.6,651.9,804.8,851.9,829.8,870.9
"Ap4m1",0.00200507405409178,0.0178946819948011,24,2.55848636416905,259.8625,45.581157471224,0.175404906330171,269.6,273.3,348.4,252.5,263.6,201.6,230.2,171.5,208.3,234.5,292.8,281.8
"C2cd2l",0.0020079054823442,0.0179109601932339,24,10.6245144266462,637.9875,123.795226718243,0.194040207242685,759.3,406.4,525.3,663.3,841.2,628.8,798.8,742.8,675.7,553.7,529.5,545.7
"Fndc3b",0.00204469603526058,0.0182026069678832,24,17.3104255171375,686.958333333333,85.3585743400199,0.124255824841419,780.4,568.3,540.8,614.4,641.8,620.2,677.9,777.4,811.1,754.8,684.5,722.8
"Cd300ld",0.00204708998392866,0.0182109712607962,24,21.4406491794038,248.158333333333,42.5237811676557,0.171357457944145,270.5,238.2,247.6,265.1,234.1,136.8,244.6,180.7,267.9,321.6,309.4,272.6
"NaN_4892",0.00204717212648786,0.0182109712607962,24,18.0013950776236,1582.60833333333,242.519580647541,0.15324042944772,1598.7,1406.6,1577.6,1510.4,1420,1060.5,1839,1861.8,1582.1,1913.4,1858.7,1834.1
"Pold4",0.0020838676265863,0.0184773060675567,24,1.410904011789,269.933333333333,35.7889180873899,0.13258428533239,278.1,292.5,339.6,246.5,275.6,202,295.4,245.6,225.6,272.5,291.4,297.3
"Mical3",0.00209103391862697,0.018536225881501,24,19.6671328839988,457.125,50.3364573170227,0.110115301759962,485.1,423.6,401.7,434.6,420.2,354.4,466.2,488.3,522.1,511.8,471.9,515.2
"Mesdc2",0.00209673503970054,0.0185775008900056,24,19.0483371658732,1118.1375,153.007626565919,0.136841512395317,1297.6,1011.3,971.7,899.9,1040.2,841.4,1014.1,1241.1,1347.8,1207.5,1125.7,1181.4
"Cyp2d40",0.00209787843142428,0.0185830008738719,24,17.0588906518618,708.779166666667,83.4352352619905,0.117716828013413,711.9,614.9,760.4,717.4,613.4,654,628.6,738.2,839,798.4,766.3,734.8
"NaN_11082",0.0021036102708516,0.0186291324509089,24,0.2645409758677,665.358333333334,246.13986294432,0.369935793411049,905.1,859.1,612.1,365.9,444.5,596,273.6,535.1,473.8,628.7,829.3,1135.2
"Rspo3",0.0021063492386364,0.0186441009531879,24,1.70185882596805,313.525,34.5516132515292,0.11020369428763,348.5,319.5,362.5,268.9,314.3,301.9,295.8,261.9,300,330.3,325.6,294.2
"Ppfibp2",0.00211128938088845,0.0186785282973052,24,22.7385133349402,536.05,89.4506552103885,0.166869984535749,540.7,581.1,628.9,478.7,480,437.4,443.7,419.9,537.3,564.3,613.5,568.6
"NaN_658",0.00212271303382539,0.0187655854377661,24,23.1927992455937,196.079166666667,23.7088303954292,0.120914581587008,205.5,228.5,237.4,178,167.7,151.1,187.4,196.1,178.5,174.7,210.2,210.5
"Primpol",0.00212458809194205,0.0187728265897345,24,21.9997614129025,263.558333333333,45.552265946627,0.17283561240697,294,283.6,355.6,193.5,234.1,177.7,276.2,201.6,280,295.5,321.3,309.2
"Vps72",0.00212626088070822,0.0187736110937327,24,1.14457520080355,304.045833333333,38.4494187482473,0.126459285189724,341.4,320,330.4,301.7,293.2,220.3,279.5,253.6,306.2,298.1,345.2,319.2
"D5Ertd579e",0.00213283328824598,0.0188166162394366,24,15.5745556894457,285.916666666667,32.1337966360616,0.112388679578181,296.5,251.3,226.7,245.9,324.7,188.1,306,348.5,347.2,304,289.4,259.6
"3110052M02Rik||Gm10509",0.00213721001110856,0.0188468847110555,24,17.1800745731543,369.1375,46.1467834436968,0.125012450492558,474.5,297.6,337.7,282.1,374.3,367.5,346.6,399.1,497.4,434.7,413.9,379.3
"Raet1d",0.00215419092861691,0.0189637070210207,24,3.950601689937,638.954166666667,195.033811088079,0.305239125531559,972.2,824.6,1012.6,579.6,887.2,424,483.4,503.6,419.4,571.8,531,503.5
"Ogfod1",0.00216094258570931,0.0190137279330563,24,17.1558377365513,579.770833333333,65.0479956387881,0.112196046953244,672.5,477.9,488.1,495.2,556.2,470.4,589.9,632.4,681.6,677,587.7,599.9
"NaN_115",0.00216446669520287,0.0190400241995629,24,16.1047508008933,442.9625,74.7454584531454,0.168739923702673,493.5,357,355.3,374.3,439.2,361.4,457.6,422,571.9,546.5,469,408
"Fam53b",0.0021693549429016,0.0190641582673775,24,21.7497232481663,160.641666666667,16.4215573540041,0.102224769543004,157.5,172,159.9,173.3,153.6,111.9,156.6,173.5,162.3,172.7,176.3,194.4
"NaN_9016",0.002179527003913,0.0191346326299088,24,20.2143102254496,2066.02083333333,216.366117816618,0.104726009692521,2144.3,2193.9,1951.3,2057.4,1934.7,1724.3,2106,2172.7,2179.1,2168.8,2439.9,2331.6
"Aph1b",0.00218180092188058,0.0191451415543894,24,19.2318711153806,183.929166666667,32.762117653889,0.178123558365615,207.6,137.9,166.5,137.7,142.6,216,185.1,184.5,187.5,191.7,230,208.9
"Tssc1",0.00218428305647322,0.0191621930313254,24,21.2400937109733,245.833333333333,30.5516742408803,0.124277996912056,283.5,251.7,247.1,244.7,207.6,198.3,244,208.1,281.2,250.5,299.6,270.6
"Zw10",0.00218884838646149,0.0191880407369391,24,18.1955746979702,208.079166666667,24.7840550187188,0.119108776797543,230.7,188.3,182.5,193.1,192.5,149.6,206.9,213.2,238.8,215.2,232.8,207.4
"NaN_6351",0.00222449591689877,0.0194430129845754,24,0.523255477355999,1430.75833333333,205.922312729436,0.143925293274152,1643.3,1363,1815,1186.2,1244.5,1351.9,1314.2,1133.9,1386.5,1501.6,1735.1,1408.6
"Tifa",0.00223583665570382,0.0195373330376517,24,3.67439492651905,550.020833333333,89.0086686978559,0.1618278132456,523.8,583.3,752.3,557.2,556.2,455.9,437.3,403.8,437.7,641.3,549.1,623.2
"Exosc8",0.00223652513657524,0.0195385473602136,24,2.8501669239738,594.845833333333,97.3734555159337,0.16369528045659,622,560.8,777.9,606.8,679,454.2,591,472.4,516.5,625.8,621.3,672.7
"Eltd1",0.00225237140285306,0.0196576626411005,24,19.7849669355397,713.9,76.1221688087515,0.106628615784776,832.3,702.4,646.8,573.6,701.1,539.8,731.6,588.3,816.4,803,777.8,685.6
"Cflar",0.00226235412532239,0.0197387380065069,24,11.7235509197368,439.879166666667,70.1131046364023,0.159391737434869,505,324.5,374.5,426.7,580.2,396.6,560.3,441.1,471.5,428,418.1,350.3
"NaN_6229",0.00226730970238287,0.0197686277042485,24,5.79232838334725,1530.625,169.903650094674,0.111002793038578,1669.6,1658,1817.3,1870.9,1790.4,1419.6,1558.9,1487.4,1439.7,1190.5,1285.9,1361.2
"Chd9",0.00227370300085927,0.0198146529163118,24,14.5933062457914,804,90.6716929526766,0.112775737503329,880.6,666.2,670.3,740.5,897.2,703.2,1006.9,885.2,984.6,819.4,825.6,716.3
"6430548M08Rik",0.0022831277353571,0.0198869664986991,24,16.5495543076783,229.0625,39.9891816685248,0.174577600735715,302.5,216.7,194.1,195.2,189.8,167.8,238.5,316.7,276.1,238.3,239.3,227.6
"NaN_8293",0.00228367882253877,0.0198869664986991,24,5.8331887830264,1484.32083333333,172.235684846685,0.116036695691926,1443.3,1372.2,1749.6,1524.3,1764.9,1329.8,1747.5,1256.2,1366.4,1293.2,1369.1,1450.5
"NaN_3320",0.00228488313728092,0.0198925819855927,24,23.4736446031786,1413.77916666667,141.415587868243,0.100026645746708,1468.2,1498.5,1405.6,1367.5,1404.4,1334.7,1269,1420.8,1356.8,1622.6,1565,1589.2
"Alg14",0.00228554789208379,0.0198929797368579,24,0.881391229236751,814.033333333334,133.043413989271,0.163437304765493,958.8,808.2,904.5,794.4,852.3,526.8,689.3,569.4,856,813.4,925.2,954
"NaN_1773",0.00228604778953767,0.0198929797368579,24,20.6455681670347,518.945833333333,80.7848337907338,0.155671032700716,623,530.1,506.1,517.6,459.2,326.4,568.6,510.9,581.7,533.9,613.1,640.2
"Trmt1l",0.00229115254386592,0.019932522595962,24,19.3489426786679,520.375,75.4334591427372,0.144959806183497,626.3,450.8,492.8,439,537.9,339.6,480.1,549.9,657.3,623.4,597.8,561.2
"Vtcn1",0.00230085377243239,0.0200022388099281,24,2.7410179682096,105.291666666667,15.1672698462289,0.144050049983971,111.3,107.8,122.4,117.4,93.4,89.9,84.8,106.9,89.2,103.5,107.9,103.4
"Dpysl2",0.00233722097080968,0.0202787283645947,24,21.8250269732533,356.270833333333,42.0691231438594,0.118081861347597,399.7,297.7,403,265.1,316.5,308.4,368.8,349.1,377.7,355.5,412.1,372.7
"NaN_11434",0.00233789968139431,0.0202796684732022,24,3.8324341245301,398.5125,114.402556810531,0.287073948271461,621.7,553.1,638.2,363,526.3,241.1,380.1,353.4,286.5,355.4,334.4,300.7
"Mir6516",0.00234219004620351,0.0203092794039202,24,11.0374374269094,222.245833333333,27.1491168810757,0.122158046672382,198.1,192.4,185.2,256.5,251.9,224.5,256.2,215.8,209.1,214.2,178.6,222.5
"NaN_313",0.00234340307488712,0.0203092794039202,24,9.5082876375697,187.104166666667,35.7619278875686,0.191133786727903,183.3,138.1,182.5,235.5,240.8,233,181.9,247.6,205.7,150.9,137.3,146
"Acot3",0.0023434631031366,0.0203092794039202,24,14.7641470121092,176.979166666667,47.2427740753473,0.266939747571121,114.6,129.9,102.9,102.4,231.4,140.6,150.5,202.6,180.8,184.4,174,144.6
"Rell1",0.00237188529462762,0.0205094244980009,24,2.04128024780665,508.3625,88.3008654560805,0.173696654367859,561,550.7,798.2,596,465.7,350.3,521.4,399.2,491.9,451.9,561.8,508.1
"Airn",0.00237557520571174,0.0205363364975168,24,3.6333893475164,234.820833333333,26.6713701242804,0.113581788062304,284.2,253.6,269.8,243,270.5,190.8,217.5,221.7,234.9,205.6,229.7,228.4
"Mrpl12",0.0023769191305455,0.0205429597971988,24,10.4309679934626,1250.64583333333,203.374543383084,0.162615616637871,1201.2,1099.2,1298.2,1354,1546.1,1257.2,1662.7,1245.8,1180.5,1122.2,1261.4,1091.7
"Slc35a1",0.00237881870460288,0.0205533575893494,24,20.7393747697082,473.279166666667,55.92157691169,0.118157698141562,523,427.8,436.3,438.1,430.8,364.1,465.4,448.4,541.7,559.3,529.5,535.9
"NaN_10355",0.00237955746080798,0.0205533575893494,24,20.8843375478671,538.3125,81.7985143346662,0.151953585203142,500.3,615.8,609.3,461.7,480.7,379,548.8,618.8,572.6,671.2,692.1,522.1
"Avpi1",0.00238103496376507,0.020558542780872,24,19.1265792217604,643.241666666667,72.888635575555,0.113314543122292,670.1,632.7,676.1,557,637.7,484.1,645.6,565.9,758.3,659.9,756.7,687.1
"NaN_1155",0.00239422190609084,0.0206573535775215,24,23.6072470803207,1268.84166666667,146.850411286007,0.115735804666466,1342.1,1312.2,1295.3,1120.5,1297.7,960.8,1088.7,1141.2,1222.3,1384.4,1297.2,1552.4
"Slc7a8",0.00241703041835595,0.0208187823534554,24,23.5781285412193,125.454166666667,16.0307466894717,0.127781700005753,137.9,141.2,137.1,139.6,127.9,91.1,118.7,96.9,103.7,143.4,142.4,139.8
"Zfand5",0.00241895571628681,0.0208303195563802,24,2.7391019977498,887.9875,108.097255715379,0.121732857405514,1006.5,1078.2,1028.6,823.6,897.7,628.8,821.5,658,781.2,849.7,1037.4,821.4
"Elk3",0.00242854742687082,0.0209027916508881,24,22.6990803272105,340.825,37.9075607131882,0.111222946418802,386.4,331.4,372.7,301,326,244.8,324.4,309.4,351.1,362.9,386.8,345.5
"Rangap1",0.00243481957720537,0.0209517049581593,24,16.7740673458341,672.129166666667,68.1634112427257,0.101414154634552,614.6,572.1,541.2,639.8,669.1,586,732.8,740.5,845.6,728.1,696.2,717.3
"Slc13a3",0.00244764240264739,0.0210467649984354,24,21.8799747863475,546.679166666667,69.12190858375,0.12643962455203,543.3,593.4,534.2,546.2,470.7,388.3,550.9,548.7,535.1,682,681.4,576.8
"Pvr",0.00246386184090863,0.0211759902381792,24,5.7323608557161,317.295833333333,62.7059855625731,0.197626249622691,310.4,253.8,426.4,401.9,417.5,255.7,318.2,251.5,291.5,250,309.3,282
"Akap17b",0.00246914161452627,0.0212162395471474,24,15.3956167862296,162.175,17.8592000611252,0.110123015638201,213.7,134.1,125.3,145.9,179.9,138.8,171.3,186.6,183.5,166.5,158.1,146.7
"Kbtbd7",0.00247465250581014,0.0212467786045134,24,20.2846050534543,305.704166666667,34.2236817835431,0.111950328177437,345,286,275.8,275.9,329.1,200.9,292,291.8,332,344.1,347.2,321.3
"Zcchc11",0.00248847723632328,0.0213359769989657,24,7.89962791942375,783.625,147.79434763123,0.188603410599751,669.9,742.6,922.6,832.8,962.2,875,934.4,657.9,742.4,695,738.6,671
"Lims1",0.00250198726561057,0.0214298201146638,24,23.0986865212399,437.520833333333,53.9884836632092,0.123396372355318,492.8,415.1,509.1,372.2,453.8,335.4,426.6,375.4,446.9,441.7,524,471.2
"Atg12",0.00250273335741458,0.0214298201146638,24,22.9410153436529,378.070833333333,45.348244088625,0.119946422972657,426.7,374.1,381.8,358.4,340.7,321.2,344,302.5,362.2,415.8,435.3,405.4
"Erbb3",0.00251780742990637,0.021540882707596,24,2.32711174280125,2038.26666666667,355.574801776842,0.174449598569132,1733.6,2534.1,3014.7,2034.4,1890.9,1777.7,2001,1258.5,1940.5,1965.5,2119.9,2089.6
"NaN_11147",0.00251782845462845,0.021540882707596,24,21.2941170374504,767.075,82.7665008245702,0.107898837564215,766.8,891.3,783.6,791.7,692.4,639.8,595.9,816.8,781.9,788.9,857.3,798.8
"NaN_2466",0.00252792082173703,0.0216220237521486,24,22.8176685095381,143.5,26.450600701388,0.18432474356368,143.9,170.1,137.8,160.1,109.9,103,128.8,123.3,132.7,142.8,133.1,211.8
"Serpinb6b",0.00253430933508747,0.02166624253868,24,23.9575410806508,154.704166666667,26.4508904633683,0.170977233731272,198.4,147.8,216.8,123.7,143.7,127.9,129.2,124.6,175.9,150.3,153.7,167.7
"NaN_7423",0.00254198027026897,0.0217265986754047,24,9.96265817208315,706.316666666667,88.8551346565153,0.125800705051816,652.5,624,657.6,702.4,728.5,1042.4,761.6,744.4,617.5,605.4,621.8,662.8
"NaN_8543",0.00255159344341671,0.0217930474355332,24,22.1743648737366,160.554166666667,32.7643354147138,0.204070290388273,150.7,161.3,141.6,194.1,124.4,117.9,140.4,124.3,150.9,183.5,167.4,181.6
"Elf1",0.00255317269568911,0.0218012988395586,24,1.2641936314788,380.229166666667,44.7615103721673,0.117722453447155,416.9,447.8,473.6,386.9,338.8,312.4,347.9,266.3,409.2,364.5,397.9,405.4
"Zfhx2",0.00255609470661755,0.0218157713366523,24,23.086390744029,304.2625,38.4005975977377,0.126208775638594,362.7,302.6,304.3,297.8,282,189.6,277.9,240.4,334.9,303.8,356.1,320.1
